bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,class
78.77461706783369,761.6666666666667,61.300477469687756,83.71856417292621,93.85792086611183,0.4594594594594595,0.10810810810810811,28.333333333333428,0.0
363.6363636363637,164.99999999999997,114.64680060467839,102.28234453968655,155.5124656872464,0.8571428571428571,0.7142857142857143,66.66666666666666,0.0
64.42541224594144,931.3095238095239,169.71109738600984,133.62523520858488,219.97960278404366,0.9230769230769231,0.8076923076923077,135.0,1.0
151.840490797546,395.1515151515152,179.20342053668438,142.99339534087267,360.87239973277104,1.0,1.0,140.00000000000003,0.0
62.666821399559005,957.4444444444446,51.76645083544714,20.78204149687683,29.98083679140135,0.41379310344827586,0.10344827586206896,45.0,0.0
99.6893151425098,601.869918699187,111.576650480796,99.0560922240727,150.86039526283517,0.8378378378378378,0.6216216216216216,73.33333333333337,1.0
191.99298655756863,312.5114155251142,154.5364559964362,130.3029617884089,225.45763411591275,0.9545454545454546,0.9090909090909091,113.33333333333337,0.0
67.25829051844931,892.0833333333334,35.38233630248605,24.064410427665266,26.814108520900138,0.06451612903225806,0.06451612903225806,1.6666666666666288,0.0
114.3663960465937,524.6296296296297,207.90589896823218,184.76531661061884,249.7242924150997,0.7,0.6,116.66666666666663,0.0
108.21643286573146,554.4444444444445,270.4317535596242,23.094010767585008,540.4936015655813,1.0,1.0,83.33333333333326,0.0
63.83733301808724,939.8888888888889,19.6729431290294,15.025960150953745,29.066153337537983,0.6428571428571429,0.0,18.33333333333337,0.0
199.91456642460486,300.12820512820514,170.40043529806456,177.4677852874003,317.5519788306463,0.9333333333333333,0.8666666666666667,68.33333333333336,0.0
58.11138014527845,1032.5,8.4339167876469,4.478606703016608,9.514987095307488,0.0,0.0,6.66666666666697,0.0
188.39848675914246,318.47389558232936,91.02466118435548,84.29032300252652,141.44522280675415,0.9493670886075949,0.7341772151898734,20.000000000000057,1.0
130.9551748415865,458.1720430107526,200.9508556509913,170.01919826236616,255.5853847325564,0.7,0.6,173.33333333333331,0.0
123.16715542521993,487.14285714285717,203.44827798253533,49.95593241709167,387.7990018600118,1.0,1.0,100.00000000000011,0.0
176.1348192443599,340.6481481481481,126.72834620217589,67.76763485610809,227.99647620608783,1.0,0.9692307692307692,120.00000000000001,0.0
155.94713656387665,384.7457627118644,166.334361816313,68.61966964911477,294.2565684986066,1.0,1.0,143.33333333333331,0.0
72.0,833.3333333333334,57.9271573232759,60.00000000000006,94.75113602367934,0.5,0.5,6.666666666666629,0.0
171.9745222929936,348.8888888888889,184.9040458530843,109.92068127122202,323.0478935397472,1.0,1.0,138.33333333333331,0.0
155.51366635249764,385.8181818181818,167.345548487895,133.55125420601635,234.63328361035605,0.9166666666666666,0.8333333333333334,163.33333333333331,0.0
71.6208308952604,837.7450980392156,13.972910023787886,8.547149818709567,15.752718754175358,0.15151515151515152,0.0,6.6666666666667425,0.0
176.4109496451504,340.11494252873564,157.3084988158915,163.87277630150874,264.36753975938757,0.8823529411764706,0.8823529411764706,83.33333333333331,0.0
118.58654422040325,505.959595959596,177.11256398227505,139.54538721133963,195.87816102938575,0.5714285714285714,0.5238095238095238,26.666666666666742,0.0
67.01897669949555,895.2688172043012,51.401673497911936,15.126192221060421,26.565901573949677,0.5172413793103449,0.06896551724137931,16.66666666666663,0.0
62.86379511059371,954.4444444444445,14.915399284044293,5.845141211536144,10.038241057321946,0.034482758620689655,0.0,10.0,0.0
59.94079921065615,1000.9876543209875,47.7287846547683,66.38554059431918,74.4043009509531,0.2,0.16,6.6666666666667425,0.0
53.74529404128263,1116.3768115942028,96.30824628700051,56.984348056342604,110.71198154284325,0.9523809523809523,0.9047619047619048,76.66666666666674,0.0
76.92307692307692,780.0,87.48015648007139,47.70278351999549,110.79510618955854,0.9,0.9,73.33333333333331,1.0
69.47368421052632,863.6363636363636,44.26248334531971,21.034188027404866,36.21406264606794,0.625,0.15625,33.33333333333337,0.0
81.2870448772227,738.125,11.209417543595501,3.390245444261459,5.942849511594602,0.0,0.0,10.0,0.0
169.76556184316897,353.4285714285714,122.43426668977908,75.09813666620113,227.11401545063077,0.9841269841269841,0.9841269841269841,89.99999999999997,1.0
95.2166572875633,630.1418439716313,70.25101043099755,71.41637982191693,111.79799761414066,0.7608695652173914,0.5652173913043478,23.333333333333258,1.0
164.42772702847927,364.9019607843138,164.52990131744403,151.88885384682607,253.8958354091206,0.9642857142857143,0.8214285714285714,126.66666666666667,0.0
87.03790360318204,689.3548387096773,37.54490124109232,31.129303406468836,34.83784169082828,0.07692307692307693,0.07692307692307693,16.66666666666663,0.0
